khasra_no,village,project,stage,sec_11_date,days_elapsed_sec11,statutory_days_left,unpartitioned_khata,court_stay,forest_clearance,circle_to_market_ratio,disbursement_pct,delay_days,risk_tier,status_color
KH-513/7,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2023-12-27,371,-6,0,0,Not Required,0.73,85.1,0,Low,green
KH-281/7,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-09-14,109,256,0,0,Approved,0.58,0.0,62,Medium,yellow
KH-869/2,Sultanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-02-11,325,40,0,0,Pending,0.44,0.0,248,Critical,red
KH-101/9,Rampur,NH-44 Expansion,Section 19 (Declaration),2024-06-04,211,154,1,0,Not Required,0.61,33.0,173,High,red
KH-276/4,Fatehpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-03-18,289,76,0,0,Not Required,0.55,0.0,52,Medium,yellow
KH-281/8,Fatehpur,Delhi-Amritsar Expressway,Possession Taken,2024-10-02,91,274,1,0,Not Required,0.97,100.0,169,High,green
KH-223/5,Bhatinda Khurd,NH-44 Expansion,Section 19 (Declaration),2024-01-03,364,1,0,0,Not Required,0.53,63.7,50,Medium,yellow
KH-727/6,Mehrauli Dehat,PMGSY Phase-3 Link Road,Award Enquiry,2024-10-19,74,291,0,0,Pending,0.87,34.3,70,Medium,yellow
KH-937/8,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-06-17,198,167,1,0,Not Required,0.44,0.0,271,Critical,red
KH-201/9,Rampur,Dedicated Freight Corridor,Possession Taken,2024-03-04,303,62,0,0,Approved,0.8,100.0,1,Low,green
KH-659/4,Bhatinda Khurd,Dedicated Freight Corridor,Section 15 (Hearing),2024-05-02,244,121,1,0,Pending,0.93,0.0,252,Critical,red
KH-486/2,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-10-25,68,297,0,0,Approved,0.63,61.5,0,Low,green
KH-905/5,Shahpur,NH-44 Expansion,Possession Taken,2023-10-19,440,-75,0,0,Not Required,0.43,100.0,37,Medium,green
KH-684/9,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-03-19,288,77,0,1,Not Required,0.42,0.0,296,Critical,red
KH-479/1,Kalyanpur,NH-44 Expansion,Award Enquiry,2024-09-13,110,255,1,1,Approved,1.02,29.9,300,Critical,red
KH-727/1,Rampur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-12-31,367,-2,1,0,Pending,0.48,0.0,241,Critical,red
KH-499/4,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-09-29,94,271,0,0,Approved,0.5,0.0,64,Medium,yellow
KH-532/5,Kalyanpur,Dedicated Freight Corridor,Award Enquiry,2023-12-30,368,-3,0,0,Not Required,0.41,83.5,84,Medium,yellow
KH-714/1,Fatehpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-12-27,371,-6,0,0,Not Required,0.94,0.0,0,Low,green
KH-172/2,Rampur,Delhi-Amritsar Expressway,Award Enquiry,2024-11-13,49,316,1,0,Pending,0.53,16.5,333,Critical,red
KH-649/5,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2023-11-24,404,-39,0,0,Not Required,0.48,0.0,183,Critical,red
KH-609/4,Kalyanpur,NH-44 Expansion,Award Enquiry,2024-04-16,260,105,1,0,Pending,0.48,13.0,294,Critical,red
KH-347/7,Sultanpur,Dedicated Freight Corridor,Award Enquiry,2023-12-05,393,-28,1,0,Not Required,0.5,25.9,171,High,red
KH-425/1,Sultanpur,NH-44 Expansion,Section 15 (Hearing),2024-06-26,189,176,1,0,Pending,1.0,0.0,224,Critical,red
KH-759/1,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-07-21,164,201,0,0,Pending,0.75,0.0,63,Medium,yellow
KH-773/8,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-10-13,446,-81,1,0,Not Required,0.57,0.0,321,Critical,red
KH-425/1,Rampur,NH-44 Expansion,Award Enquiry,2024-03-27,280,85,1,0,Approved,0.77,26.7,119,High,red
KH-139/3,Rampur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-06-05,210,155,1,0,Not Required,0.4,0.0,173,High,red
KH-329/1,Sultanpur,NH-44 Expansion,Section 11 (Notice),2024-01-20,347,18,0,0,Not Required,0.98,0.0,0,Low,green
KH-495/5,Fatehpur,PMGSY Phase-3 Link Road,Award Enquiry,2023-11-30,398,-33,1,0,Approved,0.57,22.2,183,Critical,red
KH-565/9,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-07-24,161,204,1,0,Not Required,0.85,0.0,131,High,red
KH-363/3,Bhatinda Khurd,NH-44 Expansion,Award Enquiry,2023-11-01,427,-62,0,0,Pending,0.61,32.8,97,High,red
KH-332/7,Kalyanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-05-24,222,143,0,0,Not Required,0.69,0.0,0,Low,green
KH-554/7,Mehrauli Dehat,Dedicated Freight Corridor,Section 19 (Declaration),2024-07-04,181,184,0,1,Not Required,0.87,38.7,275,Critical,red
KH-295/4,Shahpur,Dedicated Freight Corridor,Award Enquiry,2024-03-12,295,70,0,0,Not Required,1.0,81.5,0,Low,green
KH-502/3,Mehrauli Dehat,NH-44 Expansion,Possession Taken,2024-01-19,348,17,0,0,Approved,0.72,100.0,16,Low,green
KH-304/4,Bhatinda Khurd,Delhi-Amritsar Expressway,Award Enquiry,2024-03-28,279,86,0,0,Not Required,0.7,91.3,2,Low,green
KH-863/3,Fatehpur,PMGSY Phase-3 Link Road,Possession Taken,2023-11-13,415,-50,0,0,Pending,0.96,100.0,64,Medium,green
KH-988/3,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-02-09,327,38,0,1,Approved,1.05,69.8,180,Critical,red
KH-187/1,Rampur,NH-44 Expansion,Section 19 (Declaration),2024-11-01,61,304,0,0,Not Required,0.62,88.6,0,Low,green
KH-318/5,Shahpur,NH-44 Expansion,Section 19 (Declaration),2024-02-02,334,31,0,0,Not Required,1.04,67.9,16,Low,green
KH-820/3,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2023-11-03,425,-60,1,0,Not Required,0.79,0.0,199,Critical,red
KH-733/7,Kalyanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2023-12-30,368,-3,1,0,Approved,0.99,13.7,108,High,red
KH-555/2,Shahpur,NH-44 Expansion,Section 15 (Hearing),2024-06-05,210,155,1,1,Approved,0.73,0.0,360,Critical,red
KH-937/6,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-12-07,25,340,1,0,Pending,1.08,38.1,230,Critical,red
KH-503/3,Rampur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-07-21,164,201,0,0,Not Required,0.9,91.7,0,Low,green
KH-918/8,Rampur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-06-14,201,164,0,0,Approved,1.0,0.0,0,Low,green
KH-632/1,Mehrauli Dehat,Dedicated Freight Corridor,Section 15 (Hearing),2024-11-21,41,324,0,0,Approved,0.85,0.0,7,Low,green
KH-543/6,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-01-15,352,13,0,0,Approved,0.46,65.8,46,Medium,yellow
KH-581/7,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2023-12-27,371,-6,0,0,Not Required,0.66,53.8,51,Medium,yellow
KH-534/7,Fatehpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-06-23,192,173,1,1,Approved,0.9,0.0,358,Critical,red
KH-560/2,Shahpur,Dedicated Freight Corridor,Possession Taken,2024-10-20,73,292,0,0,Approved,0.42,100.0,61,Medium,green
KH-176/3,Bhatinda Khurd,NH-44 Expansion,Section 15 (Hearing),2024-02-29,307,58,1,0,Not Required,0.96,0.0,125,High,red
KH-259/8,Fatehpur,Dedicated Freight Corridor,Section 11 (Notice),2024-02-08,328,37,1,0,Not Required,0.49,0.0,302,Critical,red
KH-183/3,Rampur,NH-44 Expansion,Section 11 (Notice),2024-05-10,236,129,0,0,Pending,0.95,0.0,47,Medium,yellow
KH-496/6,Fatehpur,Delhi-Amritsar Expressway,Award Enquiry,2023-10-26,433,-68,1,0,Approved,0.54,39.6,245,Critical,red
KH-792/1,Mehrauli Dehat,Delhi-Amritsar Expressway,Possession Taken,2024-12-14,18,347,0,0,Not Required,0.46,100.0,59,Medium,green
KH-226/2,Kalyanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-11-26,402,-37,0,0,Not Required,1.09,40.6,8,Low,green
KH-715/7,Sultanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-05-13,233,132,0,0,Not Required,0.58,0.0,79,Medium,yellow
KH-770/5,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2024-11-16,46,319,0,1,Not Required,0.44,0.0,302,Critical,red
KH-181/8,Rampur,NH-44 Expansion,Section 19 (Declaration),2024-02-20,316,49,0,0,Pending,0.94,89.4,118,High,red
KH-167/5,Fatehpur,Dedicated Freight Corridor,Award Enquiry,2024-06-17,198,167,0,0,Not Required,0.92,61.2,0,Low,green
KH-420/9,Fatehpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-02-21,315,50,0,0,Approved,0.52,0.0,81,Medium,yellow
KH-572/6,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-04-24,252,113,1,0,Not Required,0.72,10.0,136,High,red
KH-242/6,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-06-13,202,163,0,0,Approved,0.41,81.4,101,High,red
KH-116/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-06-28,187,178,1,0,Approved,0.54,22.4,166,High,red
KH-721/8,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-04-12,264,101,1,0,Approved,1.08,0.0,92,High,red
KH-431/8,Sultanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-08-19,135,230,0,0,Not Required,0.76,0.0,0,Low,green
KH-602/1,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-01-30,337,28,0,0,Approved,0.62,70.2,7,Low,green
KH-642/5,Bhatinda Khurd,Dedicated Freight Corridor,Section 15 (Hearing),2024-06-11,204,161,1,0,Not Required,0.8,0.0,129,High,red
KH-527/4,Kalyanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-07-10,175,190,1,0,Not Required,0.84,0.0,166,High,red
KH-691/6,Fatehpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-07-06,179,186,0,0,Not Required,0.95,0.0,20,Low,green
KH-825/4,Shahpur,Delhi-Amritsar Expressway,Award Enquiry,2024-03-04,303,62,0,0,Approved,0.73,31.3,0,Low,green
KH-868/3,Sultanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-03-22,285,80,0,0,Approved,0.74,0.0,24,Low,green
KH-845/5,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2023-11-15,413,-48,1,0,Not Required,0.54,31.9,158,High,red
KH-435/6,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2024-10-04,89,276,1,0,Not Required,0.95,100.0,129,High,green
KH-649/4,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-02-12,324,41,0,1,Pending,0.48,100.0,330,Critical,green
KH-354/7,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2024-08-06,148,217,0,0,Not Required,0.54,49.2,62,Medium,yellow
KH-180/6,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-02-01,335,30,0,0,Not Required,0.67,40.2,0,Low,green
KH-380/8,Bhatinda Khurd,Delhi-Amritsar Expressway,Possession Taken,2024-04-29,247,118,1,0,Not Required,0.6,100.0,167,High,green
KH-422/7,Sultanpur,NH-44 Expansion,Award Enquiry,2024-01-22,345,20,1,0,Not Required,0.63,11.2,155,High,red
KH-682/1,Sultanpur,NH-44 Expansion,Section 15 (Hearing),2024-04-07,269,96,0,0,Approved,0.44,0.0,18,Low,green
KH-194/6,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-05-20,226,139,0,0,Not Required,0.64,0.0,0,Low,green
KH-163/9,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-03-12,295,70,1,0,Not Required,0.98,0.0,114,High,red
KH-989/5,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-01-22,345,20,1,0,Not Required,0.88,0.0,183,Critical,red
KH-256/3,Sultanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-06-02,213,152,0,1,Not Required,0.93,73.6,154,High,red
KH-124/7,Sultanpur,NH-44 Expansion,Section 11 (Notice),2024-09-06,117,248,0,0,Approved,0.81,0.0,0,Low,green
KH-107/6,Fatehpur,NH-44 Expansion,Possession Taken,2024-06-12,203,162,0,0,Pending,0.76,100.0,102,High,green
KH-649/1,Fatehpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-03-08,299,66,0,0,Not Required,0.66,55.2,35,Medium,yellow
KH-362/6,Kalyanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-30,216,149,0,1,Not Required,0.48,48.5,237,Critical,red
KH-624/7,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-11-26,36,329,0,0,Not Required,0.67,0.0,0,Low,green
KH-853/5,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2023-10-26,433,-68,0,0,Pending,0.61,100.0,103,High,green
KH-358/4,Sultanpur,NH-44 Expansion,Section 19 (Declaration),2024-12-11,21,344,1,0,Pending,0.55,11.3,299,Critical,red
KH-435/8,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-04-16,260,105,0,0,Approved,0.79,48.5,0,Low,green
KH-100/1,Sultanpur,NH-44 Expansion,Section 11 (Notice),2024-07-30,155,210,0,0,Not Required,1.05,0.0,0,Low,green
KH-681/3,Rampur,NH-44 Expansion,Section 19 (Declaration),2024-08-29,125,240,0,0,Not Required,0.85,93.1,9,Low,green
KH-386/7,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2023-11-19,409,-44,1,0,Not Required,0.42,9.2,152,High,red
KH-919/4,Rampur,NH-44 Expansion,Award Enquiry,2024-09-19,104,261,0,0,Pending,0.41,35.6,171,High,red
KH-670/5,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2024-04-16,260,105,0,0,Pending,0.44,100.0,145,High,green
KH-486/1,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2023-10-19,440,-75,0,0,Approved,0.73,41.4,7,Low,green
KH-373/1,Fatehpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-08-19,135,230,1,0,Not Required,0.88,0.0,101,High,red
KH-672/8,Shahpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-07-24,161,204,0,0,Not Required,0.65,0.0,4,Low,green
KH-583/9,Kalyanpur,Dedicated Freight Corridor,Section 19 (Declaration),2023-12-12,386,-21,0,0,Pending,0.79,39.5,113,High,red
KH-694/7,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 19 (Declaration),2023-11-21,407,-42,1,0,Pending,0.6,33.5,257,Critical,red
KH-542/2,Sultanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-06-30,185,180,0,0,Approved,1.05,0.0,6,Low,green
KH-652/3,Rampur,Dedicated Freight Corridor,Possession Taken,2024-02-01,335,30,1,0,Not Required,0.5,100.0,225,Critical,green
KH-971/3,Shahpur,Delhi-Amritsar Expressway,Award Enquiry,2024-11-06,56,309,1,0,Pending,0.98,35.8,253,Critical,red
KH-332/6,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2023-12-09,389,-24,1,0,Approved,0.99,18.1,143,High,red
KH-324/6,Fatehpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-08-24,130,235,0,0,Approved,0.85,0.0,0,Low,green
KH-871/4,Fatehpur,NH-44 Expansion,Possession Taken,2023-11-04,424,-59,0,1,Approved,0.48,100.0,242,Critical,green
KH-873/7,Bhatinda Khurd,Delhi-Amritsar Expressway,Possession Taken,2024-01-26,341,24,0,0,Pending,0.47,100.0,157,High,green
KH-894/2,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-10-18,75,290,0,1,Not Required,0.7,53.2,246,Critical,red
KH-411/7,Sultanpur,PMGSY Phase-3 Link Road,Possession Taken,2024-02-18,318,47,1,0,Not Required,0.43,100.0,198,Critical,green
KH-361/8,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2023-11-19,409,-44,0,0,Not Required,0.47,100.0,107,High,green
KH-801/8,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-04-12,264,101,0,0,Pending,0.93,0.0,63,Medium,yellow
KH-184/4,Fatehpur,NH-44 Expansion,Award Enquiry,2024-06-06,209,156,0,0,Not Required,0.92,45.7,0,Low,green
KH-975/8,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-12-12,20,345,0,0,Pending,0.88,0.0,117,High,red
KH-614/3,Mehrauli Dehat,Dedicated Freight Corridor,Possession Taken,2024-06-02,213,152,0,0,Approved,0.96,100.0,3,Low,green
KH-359/2,Fatehpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-04-30,246,119,0,0,Approved,0.61,0.0,0,Low,green
KH-439/7,Rampur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-09-07,116,249,1,0,Not Required,0.74,0.0,108,High,red
KH-799/8,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-10-27,66,299,1,0,Approved,0.52,0.0,191,Critical,red
KH-475/7,Rampur,Dedicated Freight Corridor,Possession Taken,2024-10-24,69,296,0,0,Approved,0.69,100.0,0,Low,green
KH-818/7,Rampur,NH-44 Expansion,Section 11 (Notice),2024-08-05,149,216,0,0,Approved,1.01,0.0,8,Low,green
KH-619/4,Kalyanpur,NH-44 Expansion,Section 11 (Notice),2024-09-26,97,268,1,0,Not Required,0.46,0.0,177,High,red
KH-659/6,Sultanpur,Dedicated Freight Corridor,Award Enquiry,2024-11-13,49,316,1,0,Not Required,1.08,28.0,158,High,red
KH-337/4,Kalyanpur,Dedicated Freight Corridor,Section 15 (Hearing),2023-12-01,397,-32,0,0,Not Required,0.89,0.0,8,Low,green
KH-781/5,Sultanpur,NH-44 Expansion,Section 19 (Declaration),2023-10-29,430,-65,0,0,Not Required,0.5,89.8,84,Medium,yellow
KH-586/8,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 11 (Notice),2024-09-20,103,262,0,0,Not Required,0.67,0.0,7,Low,green
KH-923/2,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-10-04,89,276,1,0,Approved,1.0,100.0,41,Medium,green
KH-174/3,Kalyanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-08-24,130,235,0,0,Approved,0.98,56.4,0,Low,green
KH-297/6,Mehrauli Dehat,PMGSY Phase-3 Link Road,Possession Taken,2023-10-16,443,-78,0,0,Approved,1.01,100.0,7,Low,green
KH-729/9,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-02-15,321,44,1,0,Not Required,0.76,0.0,165,High,red
KH-131/7,Rampur,NH-44 Expansion,Section 15 (Hearing),2023-11-18,410,-45,0,0,Approved,0.85,0.0,0,Low,green
KH-575/6,Bhatinda Khurd,Dedicated Freight Corridor,Section 19 (Declaration),2024-04-21,255,110,0,0,Pending,0.76,55.1,136,High,red
KH-673/3,Mehrauli Dehat,Dedicated Freight Corridor,Section 11 (Notice),2023-12-29,369,-4,1,0,Not Required,0.74,0.0,235,Critical,red
KH-164/5,Fatehpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-07-23,162,203,0,0,Not Required,0.82,44.8,16,Low,green
KH-345/4,Bhatinda Khurd,Dedicated Freight Corridor,Section 15 (Hearing),2023-10-22,437,-72,0,0,Not Required,0.63,0.0,6,Low,green
KH-712/7,Fatehpur,Delhi-Amritsar Expressway,Possession Taken,2023-11-11,417,-52,1,0,Pending,0.5,100.0,320,Critical,green
KH-655/9,Bhatinda Khurd,Delhi-Amritsar Expressway,Award Enquiry,2024-02-24,312,53,0,0,Approved,0.76,37.6,8,Low,green
KH-352/4,Sultanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-01-21,346,19,0,0,Approved,0.97,0.0,0,Low,green
KH-834/5,Sultanpur,PMGSY Phase-3 Link Road,Possession Taken,2024-06-26,189,176,0,0,Not Required,0.5,100.0,75,Medium,green
KH-502/1,Rampur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-04-08,268,97,0,0,Not Required,0.72,94.4,2,Low,green
KH-681/7,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-05-13,233,132,0,0,Pending,0.84,0.0,95,High,red
KH-496/6,Rampur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-10-16,77,288,0,0,Not Required,0.65,0.0,12,Low,green
KH-661/9,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2023-12-03,395,-30,0,0,Not Required,0.88,0.0,1,Low,green
KH-445/5,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-08-21,133,232,0,0,Approved,0.55,0.0,85,Medium,yellow
KH-665/6,Shahpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-12-06,26,339,0,0,Pending,0.79,0.0,88,Medium,yellow
KH-944/7,Kalyanpur,NH-44 Expansion,Section 15 (Hearing),2024-11-01,61,304,0,0,Not Required,0.8,0.0,9,Low,green
KH-352/7,Kalyanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-02-09,327,38,1,1,Not Required,0.52,11.1,378,Critical,red
KH-969/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-10-27,66,299,1,0,Not Required,0.99,0.0,151,High,red
KH-856/7,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-03-15,292,73,0,0,Pending,0.94,0.0,92,High,red
KH-908/9,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-04-06,270,95,0,0,Not Required,0.76,0.0,0,Low,green
KH-310/6,Kalyanpur,NH-44 Expansion,Possession Taken,2023-10-16,443,-78,1,0,Approved,0.89,100.0,123,High,green
KH-323/6,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-08-12,142,223,1,0,Pending,0.9,36.4,246,Critical,red
KH-760/2,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-02-29,307,58,0,0,Not Required,0.64,54.8,0,Low,green
KH-534/2,Mehrauli Dehat,Dedicated Freight Corridor,Section 19 (Declaration),2024-08-22,132,233,0,0,Not Required,0.59,89.3,60,Medium,yellow
KH-974/9,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-06-05,210,155,0,1,Not Required,0.66,0.0,228,Critical,red
KH-400/3,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-09-13,110,255,1,0,Not Required,0.56,15.9,197,Critical,red
KH-153/3,Bhatinda Khurd,PMGSY Phase-3 Link Road,Award Enquiry,2024-09-23,100,265,0,1,Pending,0.57,82.5,360,Critical,red
KH-646/2,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2023-11-24,404,-39,1,1,Not Required,0.66,100.0,302,Critical,green
KH-905/1,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-03-30,277,88,0,0,Not Required,0.97,62.6,16,Low,green
KH-271/1,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-08-16,138,227,0,0,Approved,1.0,0.0,20,Low,green
KH-385/8,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-12-20,378,-13,0,0,Not Required,0.48,0.0,37,Medium,yellow
KH-143/2,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 11 (Notice),2024-07-23,162,203,0,0,Not Required,0.72,0.0,23,Low,green
KH-504/9,Sultanpur,PMGSY Phase-3 Link Road,Possession Taken,2024-04-23,253,112,1,0,Not Required,1.07,100.0,146,High,green
KH-835/7,Shahpur,Dedicated Freight Corridor,Possession Taken,2024-05-23,223,142,1,0,Not Required,0.52,100.0,215,Critical,green
KH-714/6,Shahpur,Dedicated Freight Corridor,Section 11 (Notice),2024-02-12,324,41,1,0,Approved,1.03,0.0,232,Critical,red
KH-422/8,Kalyanpur,NH-44 Expansion,Section 15 (Hearing),2024-05-09,237,128,1,0,Not Required,0.94,0.0,104,High,red
KH-876/3,Fatehpur,Dedicated Freight Corridor,Award Enquiry,2024-08-14,140,225,0,0,Not Required,0.5,88.5,62,Medium,yellow
